rating,review,date
3,Lidals plus is easy to use and well layer out it would be grate if discounts were more customer persific and if rewards carried over to following mouth witch I don't think they do currently mabe this is an update they could cone up with in the foutcher but liddell plus dose give a range of discount opshions witch is benifishal,2022-11-03
5,Excellent,2022-01-13
5,Good,2022-10-31
3,"This is a good application - if you don't mind the (sometimes) bad connectivity and problems at the checkout. In Sweden we still have those plexiglass shielding to protect the cashiers/employees. Don't get me wrong - it's a good thing they're there, because you never know when there's another pandemic... It's usually a pain in the **** to reach the QR-reader with your phone (because of the glass). But, if you're hunting for bargain prices I suppose that's the price you have to pay... 😉",2024-03-21
3,OK easy to use but I don't go every week,2022-11-19
1,"App update. On trying to update it says my phone is no longer compatible. Its an android, less than a year old.",2022-02-24
5,Very easy to use,2022-04-05
5,Lidl better value shopping,2022-02-02
5,Very good,2022-02-28
1,"Poor, will not even load properly",2022-06-10
4,Slow to load since update,2024-03-13
5,Super.,2022-02-24
5,Easy for an OAP,2022-05-13
5,Great staff,2022-08-17
1,"This app is a joke. A right royal fiddly loyalty card, which should be a card. Very poor discounts.",2022-07-22
5,Positive,2022-03-30
5,Worth getting if you do your main shop at Lidl. They give you £2 off if you spend £100 a month. And occasionally they give you free bakery items and %10 off random items whether you need them or not.,2022-06-27
5,Great app,2022-03-17
4,Lidl has good products at a low cost,2021-10-02
5,Lovely fresh store staff very helpful good selection of goods good shopping experience thank you,2022-05-18
5,Great experience,2022-06-30
1,"To be perfectly honest, it's a waste of time. You have to spend vast amounts of money to get anything worthwhile back and to make it worse it's time limited. I'm never likely to spend enough in the requisite period to get anything back. Maybe if you're shopping for a family of 6... Overcomplicated and pointless. What's wrong with a straightforward point for every pound spent, that you can exchange for money off your shopping when you've collected enough.",2022-10-14
5,Great!,2023-02-09
4,Super gdyby Lidl wprowadził możliwość tworzenia listy zakupów z produktów znajdujących się w ich sklepie. To jedyna opcja której mi brakuje 😊,2021-11-09
5,"Très bien, avec toujours des promos et carte a gratter",2021-11-20
5,"Best Supermarket app I've seen. Great personalised offers, plus discounts on spends and all my receipts safely stored",2022-05-07
5,Easy to use,2022-08-12
5,Easy to use and always with you 🙂,2022-11-10
1,Excellent service and prices,2021-11-17
5,Very good,2022-06-18
5,good,2023-01-18
1,Keeps shutting down on loading,2022-08-22
4,Good. Shows everything yiu need,2022-01-21
5,Easier to use than i thought and the checkout staff at the oteley road shrewsbury store helped me with it.,2022-05-25
5,Very efficient staff,2024-03-29
5,"I love lidl and the app is so easy to use, I always know what offers are available and how long my coupons will last",2022-06-04
4,I am not sure how to use it yet,2022-09-10
3,SOMETHING WRONG HAPPENED TO THIS APP❗❗❗IT HAPPENED TO ME NUMEROUS TIMES IN THE PAST AND STILL CONTINUING. WHEN YOU TRY TO ACTIVATE COUPON IT SAYS INCOMPATIBLE COUPONS I EVEN SHOWED LADY AT THE TILL SHE TRIED AND EVEN CALLED AFTER A STORE MANAGER TO TRY HE WAS HELPLESS TOO. IT POSSIBLY SOME TECHNICAL ISSUES WITHIN THE APP. PLEASE LOOK INTO THAT ASAP...THANKS,2023-07-16
5,Easy app to use,2022-06-20
5,"Love Lidl , brilliant staff, food, cleanliness,",2022-02-26
3,Quick question I bought a microwave as i thought about a month ago for a present but when i opened it it wasn't a microwave but a Mimi cooker.the problem is I can't find receipt to exchange it .Can I bring it back,2022-11-17
4,I always have a good experience when I shop in lydls the staff are very helpful and polite,2023-05-24
5,Easy to use with great offers,2022-01-30
5,Very good,2022-10-30
5,Really easy to use.,2021-11-25
1,This is an app just to can say they(Lidl) have an mobile app.... Very useless!,2022-11-10
4,Last went to lidl on Sunday morning I was not very pleased as stock was so low. Usually I can get most of my weekly shop in one go but I had to make two trips.,2022-04-05
5,Works well,2022-05-03
5,"Easy app to use, def recommend it.",2023-01-23
5,Great app,2022-01-24
5,Great,2021-11-03
5,Love it,2022-04-25
5,Super!,2022-04-04
4,"Hits you out too often, otherwise perfect",2022-04-25
5,Great service,2024-03-07
5,Still learning.,2022-06-26
4,convenient store app with prospects right there,2022-11-12
5,Very Good.,2022-11-24
5,"Good, but everything with coupons is always unavailable!!!",2022-01-05
3,Seit dem letzten Update kann ich Lidl Pay nicht mehr nutzen. Fix it please. They were no help. They say it is my phone settings,2023-10-13
5,Offer bargains price and update with coupons.,2022-04-05
5,Ease to find items good choices clesn store helpful staff,2022-03-24
5,Brilliant x,2022-08-30
4,Working fine and informative,2022-03-25
1,Mobile number 😩 How to sign up without a mobile number?,2021-10-06
5,Fab app. Very easy to use,2022-02-27
5,"Once you get used to the scanner it's easy to use. Lidl gives good quality products without ripping off the customer. The jams and bakery are especially good and I like the quirky, foreign food offers. Well worth browsing.",2022-09-23
4,Very easy to pop in and shop,2022-03-18
5,Fabulous and easy to use.,2022-07-21
5,Very easy to use . OK,2022-10-26
3,"UX isn't great, when you have a coupon for range X and range X has 100 products in the drop-down you really need a search to see if the product you wish to purchase is included...it turns out the one I wanted wasn't and I only found out at the till.",2023-09-27
4,"Please test the app completely before release, the last update caused it to crash numerous times. None of the tips and suggestions worked, I finally decided to uninstall and reinstall it which finally restored it to working properly. I would suggest giving this advice first rather than the numerous failed approaches I was given.",2022-02-20
4,Easy to go round the shop. Prices are usually good. Staff are very friendly.,2022-03-14
4,"App works well without any problems. It is handy to have receipts saved in one place. Incentives and coupons could be a bit more exciting, though.",2022-05-10
1,"App doesn't work so many times, especially when I need to scan it - it won't show me the card. All the other apps that have the same system work just fine so it's not a problem with my phone or network. Why promote the app and discounts so much when we can't access it when needed?",2022-02-25
5,Always works. Easy to use.,2022-11-05
5,No problems,2021-12-19
5,great value store - wondeful rahge of breads,2024-03-27
5,"Very good, no issues",2022-03-31
3,un juguete para perder tiempo,2021-10-20
5,Bargain for money,2022-04-28
4,"The app couldn't process the 20% off the GOUDA Cheese I bought, nor the 15% of rye crispbread today. I didn't get any money or special discount either after your till didn't work properly earlier in the month so missed out the total of spending £200 this month.",2021-10-29
5,Love shopping in Lidi,2022-04-07
1,App crashes constantly after you add this grill&chill camper campaign.,2022-05-09
5,Love the scratch cards,2022-09-28
4,Very good,2024-03-06
5,Very Good.,2021-10-15
5,E' il mio discount preferito,2022-10-28
1,It won't let me download,2023-10-25
5,I am a loyal Lidl'er since 1994!,2022-04-28
5,👍 👍 👍,2022-05-14
1,App doesn't downloading from app store.,2022-10-12
1,Shocking about updates,2022-02-24
3,Sometimes activated vouchers are not working,2021-11-18
5,I love Lidl shop there every week always happy with all the products u b,2022-04-22
1,Rubbish,2022-09-20
3,Good app with some conditional discounts. But the app doesn’t support English language for countries rather UK. It's so frustrating.,2022-01-18
5,"Amazing app The app works very well. I have been actively using it for months & cost wise, it is beneficial to tap the card to get exclusive discounts on items I buy regularly+other product offers I would consider trying. The offers are frequent & it makes shopping at Lidl much more appealing. I used to buy at another German supermarket, but I found the offers in Lidl are vast, both in store & on the app, which is frequently updated. All in all, Lidl is my no.1 supermarket for grocery shopping.",2023-10-12
5,Very happy always get the things that I need,2022-06-30
1,"Needs to manually activate coupons, which is really annoying. Beside coupons the app is useless. And why the hell do you need to select a single store? It also forces to open catalogues in chrome instead of custom browsers.",2022-04-10
1,"The free stratchies are a scam when you get to the checkout, they say it is different one",2022-11-03
5,Enjoy the surprises,2022-05-28
3,Today I could not access my coupons. Some fault in the connection. I lost €1 coupon and others where I wanted the products. Very frustrating. The cashier couldn't help,2021-10-29
5,We can buy quality & cheep products in this market.,2021-10-17
5,Love shopping at lidl,2022-04-24
5,"Being ""rewarded"" for shopping I store what's not to like? Offer coupons very rarely reflect what I tend to purchase though.",2022-06-18
5,Always plenty of bargains but always still good quality produce. Will definitely be returning next week.,2022-04-30
5,It works well.,2022-09-23
4,Good,2022-04-04
5,Nice and steady,2022-01-31
1,The main good thing aboud LIDL was that it had no nonsense and time wasting stupid promotion/loyality cards. Before you could think that you are getting best price. Now additional complications were introduced for something simple as grocery shopping.,2021-11-23
2,"Toistaiseksi kupongit olleet turhia, rasittaa myös yksi kerrallaan altivoida niidä.",2023-01-05
5,Easy to use and worth using and saves you money,2022-11-16
1,Worst shopping app ever. Constantly shuts down logs you out and now won't even turn on. Don't bother.,2022-02-03
5,Very good,2022-03-16
5,In store reader temperamental and site wouldn't open on phone. Was told no problem all the checkout girl requires is mobile tel no.,2022-06-28
5,Very good app. Digital checks is very usefull. I really like the idea of highligting discounted products where coupons was used. Thank you,2022-06-25
5,Lidl wonderful place to shop excellent products good quality 👌 👏,2022-04-05
5,"Best rewards compared to morrisons, tesco and other supermarkets",2022-07-31
5,Love this with even more savings!,2022-05-23
3,Handy for receipts. Since they changed the rewards mostly pointless for the coupons. £150 spend and I can get a free bottle of W5 bleach? Whoop. Oh it's already expired cos I blinked. Ah well.,2022-11-29
5,"Fantastic shop, fantastic app 👏",2024-02-07
1,Downloaded app on s21 and when it gets to the password login screen it doesnt allow you to enter the password it just skips to another screen so i am unable to log in at all tried unistalling etc the app must be faulty please look into this lidi,2021-10-10
5,Always frendly and helpfully staff .,2023-05-22
3,"Why on earth I am not able to change language of the app? If I want to set English, I have to choose GB and can't find my Lidl store in EU. Why is that? I live in Czechia as a foreigner and English is more suitable for me.",2022-04-30
5,Always good service x,2022-02-25
5,A wonderful idea,2022-01-23
5,Always brilliant service and good prices.,2021-11-18
5,Easy to use with good rewards.,2022-06-03
1,Fake,2023-04-27
5,Please add feature like Kaufland to be able to add the card in Google Pay !,2022-06-28
5,Ace experience whilst shopping.,2022-01-15
5,Shopping App,2022-06-13
5,Super,2022-02-24
5,So far it's working perfectly.,2021-10-17
5,Easy to use and the bonus target is great,2022-04-07
5,Good information app,2022-03-01
1,O aplicație complet inutilă. Absolut nici un beneficiu nu oferă.,2023-10-22
4,Good app. I am missing only the shopping list option where you can add items directly from the catalogue,2023-01-07
4,"Good value for money, shopping there every month",2022-07-02
2,Jatkuvasti päivitys ja jatkuvasti kirjauduttava sisään!,2022-07-02
4,Easy to use this app,2022-06-21
4,"Hasznos funkció lenne, ha az alkalmazásban utólag hozzá lehetne adni nyugtat (vonalkód, vagy byugtaszám alapján)",2022-05-23
2,Shame you have changed the app amount will not be shopping as much at lidl should have consulted a few customers before change was made,2022-09-13
3,Have updated update box will not cancel most annoying,2022-04-05
5,Top shop for top shoppers,2024-03-26
4,The app is working well for me,2023-01-25
5,Excellent quality and reasonable. Helpful and friendly service.,2023-02-22
5,Love everything about this app. Lidl's reward/loyalty scheme definitely one of the better ones out there.,2022-03-23
1,Can't open in store and when I do could not claim the discounts,2022-12-27
5,Really easy and I like that you get genuine offers and real rewards.,2021-12-21
4,"It always feels great to receive some kind of reward, and this one of those times thanks Lidi plus. However, the expiring period is way too short. In regards to the weekly coupons they been a good improvement around that lately. Whereas few months back they are completely irrelevant to the choice of items you shop for, now it kind of link but still requires more improvement.",2022-11-03
2,"The nost annoying app whuch force you to update every time. You are at checkout and you open the app, but it says you must update the app now!! Developers should work the way that no or much less force update happen!",2022-04-18
1,"I'm boycotting Lidl until they sign the Better Chicken Commitment. There's been a string of videos now exposing the hellish conditions on their chicken farms, and they don't seem willing to do anything about them. KFC have signed- how hard can it be?",2023-01-16
5,Won't update,2022-02-25
5,Good,2022-10-14
2,Its nice to get the occasional free cake,2023-01-20
5,Always helpful staff and many bargains at these hard times,2023-02-10
5,Good...,2024-02-11
3,"It's ok,but vouchers rarely are for products I would ever use",2022-10-23
5,Good app. Bargain prices too.,2022-07-27
5,Friendly hard working staff great offers good shopping experience,2022-03-04
3,Not as good as it used to be,2022-10-17
5,Nice.,2022-03-06
5,A lot of stock is good and some not.,2023-02-07
5,Good app easy to use,2022-10-29
5,Excellent,2022-02-27
5,I love the fact that theybuse coupons and gives rewards for going there,2022-05-28
5,Exceptional value,2021-11-21
5,Great place for food shopping,2023-01-27
5,"Užitečná aplikace, obsahuje všechny relevantní informace o nákupech v Lidlu",2022-09-19
5,Very good lots of offers easy to remember at till,2022-10-11
5,Friendly staffs,2022-02-25
1,It is terrible! Literally the only thing which makes me want to go back to shopping at Tesco!,2023-01-24
5,All new to me but so far so good,2022-11-10
4,I would like if the app didn't show meat products to those of us who have no desire to buy meat.maybe a button to click to avoid seeing them.that would be great.just a suggestion 🤔,2022-08-03
5,Great,2022-04-13
1,Been fine with few problems but today been asked to update and when I click on as asked nothing happens so I can't access the app at all now!!!,2022-09-15
5,Like it very much 😊 some good coupons and middle of Lidl excellent,2022-03-31
5,Love getting rewarded for shopping with lidl,2022-05-23
5,Great,2023-06-07
5,Great shop,2023-12-28
5,Never had any problems it's easy to setup and use,2022-01-21
5,Good,2023-10-07
5,Excellent,2022-07-21
5,"Easy to use, gladly.",2022-01-13
2,Coupons and points run out to soon,2022-02-02
4,Wonder why change to 250 to get 20 GBP discount,2022-09-10
5,Apps good but brand is so so.,2022-10-22
5,Update dar nu prea. Imi apare in aplicatie un banner care imi cere sa o actualizez. Dau click pe el si nu actualizeaza nimic. Am reinstalat-o si a aparut la loc. In rest e ok LE: Acum a disparut.,2022-03-01
5,Very easy too use,2022-08-22
3,It's good.,2021-11-22
1,My app will not activate the coupons,2023-01-04
4,Great Ok Ok,2022-10-17
5,"Good choice, Good value. 👍",2022-06-07
5,Very good,2022-11-29
3,It doesn't work when you are in till .I think need to cover up in stores need it,2021-12-09
5,Could save money,2023-10-28
1,"It does not allow completing New account. Coupons Pop up while trying to add phone. Please get it fixed if you take time with all your commercials. Such basic things in an app need to work, do they not???",2021-10-04
1,I can't log in to the app! Tried with two different devices that ARE working in other regards.,2023-03-02
4,A good app,2022-02-25
1,Cannot get past accepting terms and conditions,2022-02-03
1,"Have saved lots of money, very easy to use,wish I had download earlier.",2021-11-09
1,"trazi previse licnih podataka,, ne hvala, me zelim telefon, adresu i ostalo da ostavljam zarad nekog popusta na ono sto me ni ne zanima",2022-09-17
1,"Chcę płacić w sklepie a aplikacja prosi o aktualnienie, robię to i znowu prosi",2022-08-11
5,Works,2022-08-09
1,"Had vouchers to use, didn't work, they tried on 3 different tills(without great service, I might add) ended up paying full price, after contacting support all I got was copy-paste generic message, switching to Aldi.",2022-09-01
5,Love the offers digital receipt and encourages me to be loyal to lidl,2022-06-30
4,"Done shopping today , app has not updated for digital receipt and not showing what I have spent so far .",2023-06-02
4,"Good selection of goods, friendly and helpful staff.",2022-10-27
4,Shelves lately have been almost empty,2022-08-17
4,All good,2021-11-24
5,Good,2021-11-30
2,"takes a long, long time to open",2022-11-06
2,"There is never anything for vegans on the coupons & I'm sick of getting coupons for meat, dairy & eggs as I am vegan I find it really offensive.",2021-12-01
4,Good,2024-03-06
4,Bra Web,2022-02-26
5,"Very good app, always works smoothly",2021-11-26
5,Best supermarket reward scheme,2022-03-07
3,Does always work So can be frustrating,2021-12-07
5,Better than other rewards as you don't have to spend lots of money to save up discounts. Lots of smaller shopping trips add up to the grand total,2021-12-01
5,Лесен за ползване,2021-11-16
1,Cannot install the app after the latest update. First I tried just to update but because of no success I later uninstalled the app and wanted to reinstall again but nothing has worked. But I've also tried to install today others apps and it's worked very well so it's clearly just Lidl Plus App problem. It's a shame as I was upset by this in my local Lidl store here in Poland today so bought maybe a 20% of the things that I normally buy there and ended up in Biedronka (competitor of Lidl in P.),2024-03-07
1,Hangs itself quite often,2023-08-14
5,"Great app. No plastic loyalty card. App is only way to accumulate points, but no hardship.",2022-07-09
5,Great,2022-06-08
2,Never get money of items,2022-10-13
3,Vähän buginen ja ei ees niin hyvät alennukset,2021-11-03
5,Love to shop here,2022-06-30
5,Ok,2022-10-06
4,"Good value for money,, and the opportunity to save more if you spend the target amount.",2021-10-13
2,"App works O K, but on the rare occasions that the coupons are for something I would buy the item is out of stock.",2022-06-30
5,Great way of saving money & keeping abreast of the range of products.,2022-08-15
5,Excellent experience,2024-01-23
5,5 star 🌟 service.,2022-06-26
5,Easy to use and access coupons,2022-07-27
5,A big variation of fresh produce! Great deals and prices!,2023-01-22
3,The fee range eggs the yolk aways breaks if you fry them .,2022-04-09
4,"Store is clean and tidy, staff are very helpful.",2022-12-07
5,"Very big assortment, it's my favorite shop",2022-05-05
5,Helpful app!,2021-12-29
5,"Great app with competitions, offers and new products A**** excellent",2021-12-02
5,Love it,2023-06-20
3,Thank you for fixing,2024-01-18
5,Good,2022-05-20
1,"I don't like it anymore, there are only discounts for junk food, and when you go to pick up the bread, you can't find it anymore because it's after 7 pm when there's no more bread",2023-04-05
5,Great,2024-02-09
5,All good now 😊,2022-09-22
5,Easy to use.,2022-02-25
5,Ok,2022-08-20
4,It's working fine,2021-11-25
1,Northern Ireland shops are advertising it but the app doesn't let you select a store in NI. It does not work here.,2021-12-04
3,My receipt for tonight's shopping has not gone on for nearly £26 roughly 6pm tonight,2022-03-09
5,Great value,2022-07-07
5,Not sure.,2021-11-09
5,Brilliant shop,2022-08-12
2,"Twice this month that I've not been able to connect, lost out on using my £2 & not qualified for £10 although I've spent enough. Really frustrating.....",2022-02-25
5,Very easy and Brilliant value for every day items and household items,2022-06-06
5,Love shopping in Lidl,2022-04-07
5,Excellent,2022-08-12
5,"Fantastic, staff at the till especially helpful. Definitely going back. 😊",2021-11-22
1,I don't like struggling with a phone while trying to check out ! The whole experience adds stress.,2021-12-24
5,екстра,2021-11-03
1,Impossible to register. Trying to enter birth date and app just jumps elsewhere,2021-10-02
1,Only have short time to spend money off rewards. some times point not added when you try to speak to someone about this not a lot of interest shown by staff customer service,2022-01-25
3,Love the app but where has the scratch card gone?,2021-12-31
5,Always good quality and low prices,2023-02-05
1,"It's great to know you can get rewards, the only problem is that the app isn't easy to use and will stop working when you really need it and then won't work at all. Example of this was today when the store manager had to come and try and help, this resulted in a pissed off me as well as a que of other angry customers, well done Lidl!",2022-05-12
5,Quick and efficient by,2023-01-28
5,Very nice and good quality 👌,2022-09-25
5,Sehr gut,2023-04-21
5,Such friendly staff unlike aldie,2022-05-22
5,fresh veg,2021-11-21
5,They have good stuff,2021-12-03
2,Password is stupid with this why not numbers instead of %$#@,2022-06-13
1,"Coupons are useless because they expire too quick, and you only get £2 off after spending £100.",2022-04-19
5,"Easy to use, nice to get rewards",2021-11-15
5,"Always in prime locations, good products at great prices.",2022-03-07
2,App doesn't always work at check out Light item like ibrophen is too light too recognise the weight needs looking at,2022-04-04
5,Good prices.,2022-11-20
5,I think it's great I use the app all the time,2022-01-12
5,Excellent value,2021-10-10
4,Very thorough and very professional,2023-01-21
5,Good,2023-08-31
5,"The shop is bright clean tidy and airy , the staff are really helpful and friendly, the checkout operators all treat you with a friendly smile and a few words.",2023-02-07
5,Luvly shop reasonable. Although shelves are quite empty reasantly.,2022-01-24
5,Simple to navigate around,2022-12-29
5,I shop in lidl all the time staff are always friendly the food is great value and I always meet my friends their to so going to lidl for me is great 👍,2021-11-17
2,I cannot get app to allow connection Northern Ireland I,2022-01-07
5,Amazing,2022-11-09
5,Awesome,2024-03-13
5,Good prices. Can found almost everything you need.,2023-02-04
4,Problems scanning instore,2022-05-26
5,Great savings lv this app recommend and start saving 👌,2022-11-30
5,Easy to use,2022-12-22
5,Good,2022-11-26
5,Great,2021-11-29
4,"Not had any problems using the app, but should be able to add on transactions if you forget to use it at the till or your phone. Shopped today, some items with coupons were not available and a number foods I wanted were not in stocks either. There are often large gaps on the shelves.",2022-05-03
3,Vouchers should last longer than a week,2022-06-10
3,I find the app not very straightforward and therefore I get missed out on the coupons or vouchers due to how it is designed. Any vouchers or coupons should be activated automatically. And not manually,2022-04-04
1,Not worth the effort since £10 voucher for £200 spend has been withdrawn,2022-09-24
5,Great.,2024-03-13
2,"Two thoughts. 1. If I'm at the store about to pay, I open the app to register the QR code. I often get very distracted by the long load time and then all the different notifications I have to dismiss. The timing makes it very iritating. 2. Why two apps? I only use this one for the QR code.",2022-10-28
5,Helpful staff and value for money items.,2023-07-13
3,"Having to sign in when upgrading and activating coupons before visiting a store due to bad Internet coverage in store is an issue. Also a week to spend a coupon is not enough when we visit stores weekly, it should be 10 days.",2022-04-04
5,"Pleasant staff, good prices, you don't have to stand too long in a queue at the check out",2022-04-19
1,What's happening with the app it asked me to sign in again but won't load the page for me ro do it 😒 😕 😡,2022-02-02
5,Brilliant excellent food. At fantastic festive prices always somthing different and somthing new to try,2021-12-02
5,Great shop,2024-02-06
5,Good,2023-09-14
1,Uninspiring..... :-/ ......and unreliable,2021-10-02
4,Good value wines,2022-06-24
4,Very easy to use,2021-12-31
5,Good app easy to use,2022-08-11
5,"Great app, lots of coupons.",2022-05-18
1,"After update on March 1st it crashes all the time, can't start. Galaxy A13 Yes it works after reinstall :(",2023-03-01
5,Great shopping experiece love their food,2022-07-01
1,Always bloody updating!,2021-11-23
4,Good,2022-10-06
4,Works well so far 😊,2022-10-08
5,Very handy indeed,2022-02-25
3,A good app but since you changed the rewards not really worth it unless you do a large shop with the voucher. Also the vouchers expire too quickly. People do not need to shop every 7 days or less. Read the nation Lidl,2023-01-23
5,Great,2023-02-02
3,"Its not a bad app but the free offers on your card are never available, i have been shopping in lidl a long time , and friends have said they have deleted the app again because of this it is very disappointing",2022-04-05
5,Really easy to use and great rewards!,2022-10-17
5,Easy to use and navigate through,2022-02-24
5,Happy shopping,2022-07-23
1,"Stuggling to log in. Worked fine previously. Had to reboot phone. After reinstall, will not let me log in. Just goes into a loop. No error message etc. Get email notification when asked for password reminder so details correct.",2022-08-09
5,I have no problem,2022-08-17
5,Excellent,2022-11-04
1,Never worked,2022-10-17
1,Forced updates,2023-11-27
5,Great 👍,2022-05-05
5,Good,2021-12-24
5,"Very good, easy to use.",2022-04-13
4,Very friendly staff,2022-08-18
2,"Limited offers and not much off your overall bill,disappointing rewards",2021-10-03
2,No bi,2021-11-04
4,Good shop at good prices,2022-04-05
5,Great app,2022-06-09
3,A lot of the rewards are sweets things like biscuits or treats not what somebody feeding a family on a budget is buying. There could be more basic items included.,2022-07-07
5,"Sehr gute App, funktioniert einwandfrei und hat gute Features.",2022-12-19
5,Very good services,2022-11-03
1,"Lidl have changed the coupon set up to advantage them , I don't think I will use the app as frequently as I used to!",2022-09-23
5,Great shop,2021-12-30
5,Great place to shop,2022-06-07
5,"I already shop In Lidl so it's nice to be rewarded,",2022-07-01
5,Easy to use app with great perks! I love discounts on Good Quality food!,2022-08-12
5,Good rewards card,2022-09-26
5,Discounts money off vouchers,2022-03-19
4,"/,,, ,🙂💙",2022-09-10
5,Great site 👍,2022-08-29
4,Easy to use. The only criticism is that the vouchers are very low value doesn't seem much point downloading and using them,2022-06-18
5,Brilliant Yeah,2022-02-26
5,Cheap shopping. Great,2024-02-24
5,Excellent experience. Lidle should do non alcohol puff pastry. I stop using them because it has alcohal in it even in vegan one aswell.,2022-11-21
5,I'm going bk tomorrow. If ivva lift,2021-12-22
5,"always good service friendly at checkout.frozen section ie, vegtable choice limited ,need to improve that area.",2022-04-04
5,The app is informative and useful when planning our shopping.,2022-04-26
5,Very good.love it.,2022-07-22
5,Extremely very good,2022-03-17
5,Love the self service tills.,2022-01-14
4,Very helpful and pleasant staff,2022-12-31
4,Good,2022-02-24
4,Very good .,2024-03-25
5,Wonderful app,2021-11-19
5,Very good 👍,2024-03-06
5,Great app,2021-11-18
5,Excellent,2022-11-21
5,Works fine now whereas previously had a lot of problems with getting the app to work. So fingers crossed no issues since re-downloaded.,2022-05-25
4,Always good,2022-06-29
5,Staff Newtownabbey store brilliant very quick service and polite and professional,2023-09-07
5,Love Lidl's everything I want under one roof at a price I like.,2022-03-15
4,There are times when I go to pick up things from scratch cards there not available 😑,2022-10-14
1,Always asking for updates,2022-05-20
5,Great idea for rewarding customers. App easy to use,2022-08-26
5,Really really really really really really something that happened,2022-04-04
1,Somehow even when treats are activated am still being charged full-price. One staff member insisted it wasn't activated when it was. It happened again today; I triple checked it was while waiting in queue. This app is very disappointing.,2022-10-03
4,"I don't get it when people complain about the products on offer, as the quality is better than so called SUPER markets when it comes to fruit' veg and their canned items are much cheaper",2022-02-25
5,Handy,2021-12-09
5,Finding it hard to complete app as when I go back to my mobile for code number I can't get back to where I was,2021-12-03
5,"Good all round shop, cheap prices for quality items and friendly staff.",2022-07-14
4,Good,2022-01-05
5,Always very good,2022-06-29
2,"As with many coupons that are sent these are for products you don't buy, but if it is then the chances are the shelves are empty. It is difficult to reach the targets as product is missing. As an app it works but so do the other",2022-10-31
2,"Haven't been able to log in for ages because the password recovery doesn't work for me. When I was still using the app I didn't think it was that good. After activating all the coupons I would often find the products out of stock when I got to the shop. Also the offers are usually limited to a quantity of one, I think they should improve on that for bigger families.",2022-05-15
5,Great service,2022-04-05
4,For reference,2022-08-13
4,"Like the Lidl app,but card system very hit n miss as poor WiFi signal in local store!",2023-02-11
5,Great,2022-03-24
2,"Our shop at Guisborough always seems to have empy shelves and limited weekly offers. I have shopped at lidl since it opened, I feel on occasions I am let down on YOUR supplies and offers.",2022-11-09
5,Very good products. Much cheaper shop than other supermarkets,2022-03-16
5,I got free ice cream and they regularly do free baked goods 😋,2023-11-15
5,It's a very user friendly app and I love being able to see my receipt online. Very handy to have and the coupons help as well.,2022-08-11
5,Brilliant,2022-04-07
5,The best deals,2024-01-27
4,"Lovely app, easy to use, and great deals even though not always often do I get a deal offer but when it comes it's helpful",2022-12-17
5,Very good,2022-02-02
5,Good,2022-04-26
5,Liebe Lidl,2021-10-18
2,"Good for information about deals, but useless for taking advantage of ""special offers"" only for Lidl Plus users, when the additional discounts are not given at the register.",2023-12-04
3,Poor so far,2021-12-21
4,Clear and straightforward to use though sometimes the deals don't appear to go through.,2022-06-18
5,V good,2021-12-31
5,Very good app keeps you informed about special offers,2022-03-30
5,Easy to use and useful,2021-10-12
5,User friendly and stable app.,2021-12-16
5,Amazing I love this app. Very easy to use.,2021-10-12
5,Very good value for your money.,2022-10-13
1,Doesn't work. I'm stuck on 'pick a store'. I'm click store name on map and nothing is happens.,2024-01-15
5,Good app handy convenience,2022-03-18
5,Very useful for offers coming up each week.,2022-02-27
5,Easy to use. Coupons all in one place.,2022-06-24
3,"Not working on my Samsung S8 since T&Cs were updated this week! Says I need to accept them. When I tick 'yes', the app hangs!",2022-02-03
1,"The vouchers don't seem to work, they only last 7 days so I spend more in fuel getting to the shop than I do saving and the coupons don't work at the till either so very disappointed.",2022-04-17
5,Wonderful I love shopping with lidl,2023-07-26
5,"Fantastic, Great, Convinion",2021-10-18
2,Locul 9,2023-06-11
1,This is just an advertising ploy that offers small percentages off products you don't buy and doesn't reward the customer for spending their hard earned money in store like other supermarket chains in the form of points/store credit.,2023-02-25
2,"Not easy to get to grips with, had to be app onl to a short while, not gained any thing from it yet.",2022-11-18
4,Good,2022-08-17
1,Not worth a lightstopped using it.,2022-07-27
5,"Smart ,good looking app, easy to use.",2022-08-05
5,Simple to use.,2022-01-31
4,Does not work very well. Need to phone customer services repeatedly. This was luckily a teething problem. Now I am happy with it. But then it does not get out of this page.,2022-09-03
4,It works however I have had trouble getting a signal in Rushden store.,2022-03-19
5,Very good,2022-06-01
5,Smashing,2022-04-04
2,Remove analytics tracking apps,2023-10-03
5,Excellent app,2022-03-12
4,👍,2021-11-25
5,Great idea better than Tesco,2022-09-07
5,Very easy to use and coupons are easily found,2022-03-08
5,All good,2022-05-16
5,Ok,2024-01-24
1,You can't select different language to different locations... like german location but the app stays English...,2023-04-06
5,"Excellent selection of goods, particularly fruit and veg.",2022-07-29
5,Good,2022-02-26
1,"This app become completely useless. From now I will not use it at all. I am unable to log into my account, activate my coupons.... It is just a hassle. Come back to the paper version, that is your level. Do not frustrate your customers.",2022-02-08
2,"Sadly, the only time I enjoyed using the app deals is when I used it for the first time... I got a nice Lidl bag; otherwise no savings at all. Will uninstall 🤨",2023-11-02
5,"Pleasant helpful staff,good prices and l like centre lanes very good value",2022-04-22
4,Good,2022-06-25
1,Any week new crashed update,2022-04-26
5,"Easy to use, informative and helpful",2022-04-19
