rating,review,date
1,"This app wouldn't let me purchase, I tried twice and received an order number but no email receipt and the money hadn't been taken from my bank. I had to go to the website to put the order through properly so felt kind of pointless, no need for the app.",2020-12-29
5,Real the ability to place the virtual furniture in your home to see how it will look in that space before purchasing,2023-12-31
5,So good 👍,2021-09-02
5,"Great app, easy to use.",2020-08-25
5,I came down to one of your stores in Wednesbury yesterday. My first time walking round in circles at first until l found my bearings. I was looking for the wardrobe section which l found very impressive.,2019-12-18
5,Ikea app makes it really easy for disabled people like me to browse things and too bye products and for Delivery options with no hassles at all,2023-01-20
1,"I cannot log in. The app calls me a ""deceitful robot"". Are you out of your mind?",2022-11-18
5,"I enjoy shopping at IKEA, one thing that I don't like, is that is very hard too check your orders Amazon all you do is check orders and all your orders pop up, can IKEA make it simpler for your customers thank you",2021-01-06
3,A little klugie,2022-11-20
4,Always quick and simple to use,2021-10-14
5,Easy to use for shopping and purchasing.,2021-10-14
5,Jako korisna i pregledna aplikacija,2021-11-06
1,Too slow got irritated within 5 min,2024-02-15
5,Good quality for Good prices,2022-03-20
3,I love it 😻,2021-07-31
4,Well,2021-12-26
5,easy peasy,2021-03-17
5,Love it,2020-07-09
5,great with 3D object on AR to see how it looks like live,2023-12-01
5,"This app has been really helpful so far. I love that it saves your in-Store purchases too, so you have a digital receipt of everything, with pictures and sale prices.",2023-07-09
1,"Die App ist katastrophal, man kann nicht Mal die Anmeldung durchführen.....",2023-10-02
5,Excellent service,2023-10-16
5,Easy to use! I love it! I just generally love ikea though.,2022-04-27
5,Cool,2020-05-24
1,I'm unable to log into an application after the last update. I'm using a Firefox as browser and I'm not planning to change it to Chrom only because IKEA app wants it to login. 👎👎👎👎👎,2021-09-29
5,Always easy to use,2023-02-09
4,"Good for ideas and measurements , like the custmer photos",2020-07-15
5,I love ikea,2020-02-01
5,Very good,2020-07-11
5,It got better over time,2021-03-26
4,Good app. Saves time while shopping in the store thanks to the scanner.,2023-01-11
5,Price and collections are awesome no where you find except IKEA,2022-11-15
1,Sending a one-time code with 5 min validity for login after 20 mins is a bit poor,2021-07-15
1,The old version of the app forces you to install the new app. After logging in to the new version my wish list wasn't imported despite assurances it's portable across devices. It's also not possible to access anything in the older app. Soooo pissed.,2020-03-28
1,"Not interested in business that partake in cancel culture, that extends to the app",2021-06-21
5,Very Reliable,2020-12-01
5,👍 good,2022-05-09
5,Nice and easy,2023-01-05
5,Good app like being able to save in wish list and categorise my items in separate wish list boards,2022-06-21
5,User Friendly app Only thing missing is weight of items which are added in cart,2022-04-01
5,Best app for all Interior and Exterior Furniture... Accessories and Accents for Home and Office with Latest Stylish Trendy Design's...Best Quality... Reasonable Prices.... Exchangibilty...Wide Varied Variety... Availability.... Everything that one needs is available in one app,2022-10-24
4,Pretty good app so far. The only thing I would like to be added is the option to sign up for email notifications when items are out of stock. I use this function on the website a lot and it would easier if this app was able to do that as well.,2021-03-06
3,"So , the app does not have order tracking or any provision to check order history. Additionally , when trying to order products, often there is a generic error saying please contact customer care, which does not exactly describe the problem. Catalogue wise the products are good. The only complaint is that worlds best furniture store should have an app of the same standards.",2021-07-28
1,"Its not user friendly at all. It won't let you get past customizing the app. I don't want to share, but I'm not given the choice. I just want to shop. So how do I do that now? No more catalogs and can't get into the app to shop. I feel if others are having this problem, you are going to lose a lot of customers.",2021-04-24
1,"Terrible app, terrible customer service. Just made my last Ikea purchase",2021-10-03
3,There is no filter to display available items. And since pretty much most of them are unavailable shipping using this app is a big waste of time,2021-09-24
1,Kildy fix the login issues... Unable to get otp Tried n number of times but no luck,2023-06-02
5,"I mean.. its Ikea, it's great.",2023-05-03
2,"Appen är i allmänhet bra. Men den saknar många detaljer i navigeringen som är oerhört synd. I andra ord, det finns stort rum för förbättringar! Bla. Hade jag exempelvis velat kunna bestämma själv vilken ordning mina listor är. Där jag kan lägga ett hjärta på något och låta det ligga i utvald lista. Men just ordningen på listorna finns ingen. Utan den nyaste hamnar bara automatiskt längst ner, vilket är super störande. Sen ang sök alternativen så måste dom bli bättre! Mycket bättre!",2021-09-27
1,Worst app,2022-08-29
5,"I have Ikea near where i live and i enjoy going often just to look, but if i have a specific need, i can look research it here. I can get information on availability, colors, measurements, and similar items. Makes it easier to plan for my trip if i need it.",2021-05-30
1,"Worst app, just for knowledge purpose I'm sharing this...I have place order on 2nd August and was expecting delivery on 12th August and after waiting for 10 days to get my products delivered, they calls me up saying products are not available...and when I tried to communicate their customer care is pathetic, I have to wait 45 mins to get connected to Executive and with no resolution , my money is stuck and no response and in app customer support Is not available",2023-08-12
5,"Intuitive, easy to search and find the items of interest. Overall a very positive user experience.",2021-06-29
5,Great app 😊,2023-11-19
5,Love this app!,2020-05-02
5,"Extremely helpful! This helped us prep for our trip, know exactly what we wanted to look at, and then we knew exactly wear to find it! Made the trip so much easier!",2024-02-04
4,"Pointless to shop via the app when it won't allow you to change store locations. Every time I try to select Emeryville, CA, it automatically reverts back to Brooklyn, NY.",2020-11-19
1,"I love ikea products and the app is superb as well, but most of the time it is very difficult to get all my items from same store.I wish there is availability of every products online at the pickup location.The most annoying part is to pay £10 for your order to pickup at a store location and you get there find all your items unpacked,except for the large item that came with a pack.I bought couple of plate from online, being my 1st time I didn't know that they will be unpacked and they got broken",2020-11-08
1,"App keeps crashing and showing no stock, at the moment when I click to see sofas it shows nothing just says no product found. I have found stock on website that doesn't show on the app. The App is also really hard to navigate too. Overall this app is rubbish and needs alot of work to achieve practicality.",2020-06-23
5,Love IKEA!,2020-09-26
5,Love this place!!!,2022-09-03
5,very easy to use ... Great app,2021-08-07
1,"Rarely works. OOPs! ""We can't load your account right now please try again later"".",2022-12-24
5,"Perfect app, very easy to use and so professional",2022-06-01
1,"""Information om varehusene kunne ikke indlæses"". Det er måske forklaringen på hvorfor der står 2 IKEA medarbejder ved udgangen/betaling, men ingen kunder. Alle kunderne står i kø ved de andre udgange. Værdiløs app/system. Dogwater!!!",2023-10-21
1,Cannot Log Into Account This application does not work without having Chrome web browser also installed on your device.,2022-07-24
5,Super,2023-12-08
1,"Until your management wakes up and stops being so lazy about providing PPE to your staff so they can continue with click and collect and other services like most retailers, you'll be getting one star from me. Apologies!",2020-04-15
5,Great application,2020-05-28
5,"Fun toexplore, and easy to navigate.",2023-06-13
5,Great,2021-05-06
4,"Goede app. Verlanglijstjes, shoplijstjes, kopen. Helaas zijn sommige artikelen alleen verkrijgbaar in de winkel zelf, dat geldt dan zelfs voor exact hetzelfde artikel maar net een andere maar (gezien bij glazen en borden). Ook 1e inlog op het apparaat gaat niet altijd vlekkeloos, niet op dit toestel en mijn vorige alsmede mijn andere, foutmeldingen, gewoon 12 keer inloggen yotdat het werkt.",2020-07-31
5,Awesome and practical furniture,2022-11-27
5,It's good,2021-05-22
4,Good,2021-08-08
3,"It's not possible to login. Only white page that says ""Not found"" is shown after login.",2021-06-27
1,"Tragedy... Card number is active e-mail, too. But application do not .",2024-01-12
2,"The login is not working for me, it redirects to the browser and after entering the data Im redirected to a blank page and it gets stuck there...",2020-07-14
5,I liked it,2021-06-17
1,"Horrible, not even sure what's going on. They had one app then switched now this one doesn't work.",2023-01-07
5,Good,2022-02-03
3,"I like this app but I don't like when you use ""oops something went wrong"" in error Messages. I want the ikea company to change it to something else",2021-02-15
5,First time using it ...easy peasy🙂,2022-01-05
3,Once you sort navigation of a new app it appears to work great.,2019-12-11
2,"I can't log in at all it won't let me, I signed up fine & I can log in on the website but not the app",2023-05-12
5,Best shop ever,2021-03-12
4,Giid,2022-12-20
1,Anti Islamic swedish product. Hence 1 star,2023-08-19
5,"Easy to navigate, great room inspiration. Tells you if you can buy online.",2020-08-21
4,Love the overall new redesign it almost feels like the catalogue is built into the app and it's amazing,2020-03-30
1,Completely retarded app. Doesn't allow to sign up in app. Takes you to browser. Even after signup doesn't allow login. Takes you to app store to download app that is already installed.,2023-07-18
1,Rubbish,2020-01-11
4,So far so good,2023-11-24
5,Love it,2023-10-12
1,Won't get past the region mark.,2022-07-11
2,Just made an order but mu IKEA family card number was never asked for. What's the point?,2021-05-16
5,Easy to use and navigate,2022-06-16
4,Great tool to identify what's in stock at the local warehouse and alternatively buy online if necessary!,2022-03-09
5,Super easy to use. My favorite part is that you can create boards for each individual project that you have going on.,2021-09-23
4,Good quality products in reasonable price!!! I like to visit IKEA all the time in a year. But app I feel it has to be bit improvised.,2019-12-03
5,Love it!!!,2021-01-29
5,Practical,2020-01-12
5,"Great app, shopping made easy. I really love the furniture and storage ideas",2020-05-19
4,"The app is brilliant, the only thing I dislike is that the maximum number of items you can view is 200",2020-10-14
5,Found some good bargains without the 50 mile drive,2020-10-19
2,Not at all what I expected.,2021-05-31
1,Missing menu. Impossible to reach list of products. Pictures of rooms are totally useless for product searching.,2021-09-08
1,"I can't add to cart, I can't save to favorites, this app is a bugfest.",2021-06-13
4,So far app is working well for me. It shows which store nearby is stocked for the item so that really helps us during this Covid time. The items sold are of good quality and the customer support team is excellent. I just wish they had more color options on their furniture. It's a bummer that they don't have many color options..,2021-06-02
5,nice innit,2020-07-03
5,OUTSTANDING DEALS.,2021-08-08
5,Easy to use,2021-01-01
5,"Very intuitive and easy to use. Usually I'm stressed at Ikea, but this time the app didn't add to the stress and helped me out saving the items I'm interested in easily and checking their availability and location",2023-10-24
5,The Ikea app is very good because you can look at furniture you don't have the money for,2022-10-16
1,Won't log on using proper credentials. Can log on ok in pc browser but this app just refuses to log in. Would give 0 stars if poss.,2020-08-17
5,Pretty user friendly and easy,2022-06-23
5,IKEA is best for furniture,2023-08-21
1,Can't use in landscape on tablet so pointless app. Will be uninstalling and stick with website although that's really slow and buggy. Paper catalogue anyone!,2019-11-28
1,"I bought few kitchen items for home delivery and there is no option to check which items I bought or tracking orders status inside the app, even there is no tab on IKEA India website for tracking online orders.",2021-06-30
4,"Great app, but buggy when making payments. Usually I browse in the app and make payments on the webpage, but the browsing experience is great!",2024-03-13
2,"Really need to be able to see your complete order history in the app instead of asking users to dig out an old order number from an email inbox. Makes ordering duplicate items, finding product names, support docs, etc a real pain.",2021-10-12
3,"Update: 03-11-2024 The issue appears to have been fixed hence, amended the rating. When attempting to Sign In with e-mail or mobile number, keep getting a notification stating I'm a bot ? Something went wrong., Unable to sign-in..",2024-03-10
5,Easy,2021-01-15
4,Easy to use if you know what you are looking for,2022-11-26
1,App recently stopped working and logged me out if everything,2021-10-11
3,"Would appreciate if the app/website mentioned when items were expected to be back in stock, as they used to do. Otherwise, a great app!",2021-01-18
5,"The new app is much user friendly, I love the delivery option to add to my calendar",2020-12-06
1,"Unable to place the order.. added the items into cart and when you go to the payment, it doesn't allow.",2024-02-03
5,Great easy and quick,2022-12-12
4,Good designs,2022-07-06
5,Convenient for preparing your list of items before going to the store.,2022-05-22
5,Great app,2021-02-08
5,Works for me,2020-07-21
5,Nice and easy to use,2019-12-30
1,The app does not allow to exclude items not available. The closet systems are listed as not in stock anywhere and not able to ship to my zip.,2022-11-26
5,Very good.,2023-12-24
5,Great app so far after the update! Amazing Sweden designed furniture! Ikea!,2020-08-29
5,Exceptionally good,2021-10-23
5,I Plh₹0h,2021-08-20
5,Easy,2022-05-17
1,Why just why the infinite ikea scp 3008 2 and 1 you can't leave I want to go it looks interesting but scp 3008 will kill you,2021-11-08
1,Useless,2021-11-27
5,Very efficient app. Quick to get you where you want to go,2022-06-08
5,Great app brings you to the 💓 heart of what you are looking for from all house items..,2020-06-02
1,"You dont have the Country Oman set as a region, so i cant order anything although you have a huge branch in Muscat Oman.",2023-04-03
5,"Fast and fluid, much better than the old app. It took a little bit longer to find your way in the app, but it was fine soon.",2019-12-15
5,Superb place for a decor enthusiasts!!! Love the store...,2023-03-11
5,"A great way to get me to spend more money at ikea, I love browsing through all the items in the app.",2021-10-21
5,Great !!,2019-12-08
1,Slow as a pimken uhg er korken,2022-04-14
5,Works smoothly. Very convenient.,2022-10-17
5,Better than the website,2021-06-14
1,Would not let me close the app. Had to uninstall.,2021-02-12
3,"This section should have people with ""verified purchases"" to have credibility and ease for others who will also make purchases. EDIT 1(5/15/2020)- Experienceing Trouble signing in. I tried to fix the issue by resetting my password, although re inserting my new one doesn't seem to work. Please fix this.",2020-05-15
5,Looooooove the app! Everything clearly displayed and explained with dimensions 😍 Love shopping on the app 🥰 also love making my shopping list on the app so I go to the shop to check it in person before buying 🥳 Thank you!!,2024-03-15
5,Love the ease of shopping and creating favorite lists!,2023-07-19
5,The best,2022-05-01
1,"Great idea if it works. I downloaded it as I am building and plan on using IKEA furniture in a couple of rooms so wanted to plan them out to figure out if it was suitable for the space, but everytime I try use kreativ it errors out before I can even start planning",2024-03-20
5,Love ikea,2020-02-03
5,Wish we had ikea closer to Middleboro ky,2023-08-09
1,"I don't understand the stupid solution to lock one language for one region. So I have no ability to use an application with a language that I can understand. And the system language is English, so I'm sure that app supports it. And why, for Japan (for example) app supports manual language choice but for some EU countries no? Why you just can't unlock manual language choice for all regions?",2024-03-13
5,I love making my lists on here. There is even a total price at the bottom of your list wheich is amazing. I have also made a pickup order with them and it was fantastic.,2022-07-29
5,Amazing app! I love Ikea and it's great adding items to my custom lists.,2020-05-20
2,Soso So so,2023-09-09
5,Great app!,2022-10-01
5,Great,2021-10-03
5,Great app. No issues so far. Useful. Love the feature about saving your favourites by naming categories. Keeps things tidy :),2022-10-30
3,App looks super good but why can't we change language from Swedish to English even its a Sweden app!!!!! Now a days most of the apps have that for expats......Please add English language as well,2020-04-29
5,Good but still charging for collection through the app,2021-12-21
5,Easy with lots of choice,2021-09-23
2,The app does not load at all. Half the time i cant even open the app because its stuck on the loading screen and when i do get into the app i cant click on products because it just wont load. I can only use the app to scan my ikea family card and thats it. I have to just use the website instead because the app is pretty much useless.,2023-05-08
5,Really good food! Good price!,2021-01-07
1,Sanction against people ? Such a dirty policy from the democrats,2022-03-12
5,Userfriendly,2022-10-29
1,"Very poor user interface, after checking out the product it says it cannot be delivered",2021-09-27
5,Everything I need and makes check out much faster,2024-02-08
5,Searchable and great in store purchase/checkout experience,2023-06-21
5,Incredible!!,2024-03-22
5,blahaj,2022-08-10
2,Great idea but loses your self scan for no reason.,2023-10-02
5,Great shopping 👍.,2020-05-10
5,Works well & ease of use is a plus!,2022-11-09
1,"An app that makes the alternative of trudging through the store for three hours more palatable. Pick delivery to see what cost is, decide click and collect instead, go to checkout, forces you to delivery. No error, no choices, just asserts delivery, nothing else. Uninstalled immediately. I'll just have to drive in and take my chances with it the old fashioned way.",2023-03-05
5,"Love this store you can get anything here and at very reasonable prices, also you get to see what your buying b4 you purchase, staff are very friendly and helpful, also you can have something to eat while you shop , great parking and baby changing rooms, lifts for those who cant manage the stairs , everything all under one roof for your home .",2020-04-05
5,"Good app. Easy to navigate and order. Click and pickup works, it could be streamlined slightly.",2022-06-06
5,Great so far!,2023-11-19
5,Easy to use,2021-04-07
1,Cheap junk,2021-01-25
5,FCKGREAT,2021-03-13
5,Great,2022-08-06
5,just like 'houses pinterest' and you can actuly buy the stuff,2021-10-16
1,Hideously random. Completely fails to systematically lay out the fitted kitchen range so that you can work out rationally what your options are. For example does not reveal what size carcasses are available or what the range of door colours are. It seems to prefer to just spew forth a totally random sampling and then offers to sort by price. FFS. I love IKEA and have a house full of it. However if this was my introduction to their fitted kitchens and bedrooms I would seriously go to Wickes,2020-05-27
5,Product super. But in my location no delivery option 😔 so I feel bad. I wait for if when delivered start,2022-03-12
1,"Complete mess. Ikea is pure HYPE. I visited today. There is no staff. There is 0 guidance on how to shop big furniture and how will it get delivered and assembled at home. There are queues everywhere. There is no clarity on warranty/guarantee etc. When we purchase from a normal shop (Even a small street side carpenter) we get a high touch experience, product is delivered / assembled at home. Ikea model will not work at all in India. They need to adapt their offering around Indians, the other way",2022-08-31
5,Good for home needs,2023-05-02
5,Excellent app,2020-10-18
2,"Sure the information architecture and usability are awful but the real trainwreck is the IKEA e-commerce ecosystem. IKEA is attempting to spoof the existence of one and that simply doesn't work. Their in-store point-of-sale and perpetual inventory system cannot keep up in real-time with the e-commerce system. You can only buy from your local store but you can't filter on that store or on in-stock items. So, you are constantly playing 20-questions with the system. Can I buy this? Nope try again.",2021-05-08
3,"Don't have ability to put or move items to in-store list now, only online. So to find location in store have to click into each item and isn't efficient.",2024-03-16
5,Quick Shop,2021-06-03
5,Super convenient!,2022-06-19
5,Fast and fluent,2022-01-11
3,Does the basics of what its supposed to do. Can't click on previously purchased items to go back to them easily though.,2021-01-07
4,It's the best shopping app which I have discovered with a lot of products which requires for our needs and asecthically pleasing .,2024-01-03
5,Very useful for searching merchandise and checking availability.,2024-01-19
5,amazing love it so much,2022-12-24
5,Easy to use App with quick search facility and looks virtually the same as the full blwn website.,2022-08-09
1,"Aplicatie de rahat , plina de erori si buguri. La prestanta pe care o are Ikea ma asteptam la mai mult.",2021-07-22
5,New app is great,2020-12-04
5,This app is so watermelon,2022-02-10
5,Love it,2024-02-23
5,Enjoy pick and easy order can delivery to my home so cool,2021-11-30
5,Good...,2022-09-19
5,New and improved.,2020-05-14
5,Very easy and practical to use,2019-12-10
1,The worst experience while I was placing the order.....,2021-06-07
5,Easy to use! Add friendly as being in the store ☺️,2022-07-09
4,"The app is really polished, there have been some issues with the website not being able to correctly grab some information whereas the app has been perfect. Small thing, but I'd love to be able to search through ideas rather than just see a select few that match my preferences",2020-09-21
5,Toys,2020-05-02
1,Extremely unhappy with their service. They delivered cancelled order and aren't responding to any calls or emails. And its been more than 17days. Would not recommend anyone to buy any products from them.. Never purchasing anything from them anymore,2021-06-28
3,"Usual Ikea bugs and logic. Someone should finally fix everything, I would do it as QA with appetite",2020-09-13
5,Easy to use,2022-04-18
5,Good app. Would be better if it listed the warehouse location of products in store. Would love the option to scan items in the showroom and build a shopping list to pick up the items in the warehouse. Would be super helpful & unique to Ikea.,2022-09-14
4,I prefer the online one but its still good.,2020-03-12
5,Easy to use and great deals!,2020-11-23
1,Constantly returns error.,2023-06-17
1,Horrible app. Basic things in the app don't work after logging in. I created an account a few months back and couldn't create a list or view my account (it's always returning errors). I tried again just now a few months later and to my shock these same problems still exist! How have these issues not been resolved?,2020-11-11
5,"It's nice, I'm happy to shopping online .",2022-08-31
5,Good with my data. Easy and friendly to use app. Never had any issues with it. The membership is nice and being able to visualize stuff with AR and save and look up items.,2023-03-21
5,Can I rate this one star cause my wallet is being depleted constantly?,2020-04-04
5,Fabulous App everything you need at the click of a button,2023-10-09
5,What's there not to love about Ikea? 💛,2022-08-08
5,"I haven't used this app very often, from my interactions with it its easy-to-use.",2020-12-31
5,🫑🌶🍒🍇🫓🫑🍓🍈🥒🫐🤑🥬🍊🍊🥯🥦🍅🍋🧇🧄🫒🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🍄🧄🧄🧀🥥🍍🍖🥑🥜🍆🥩🥔🍏🍞🍐🥐🌽🍐🧅,2022-08-28
2,"Nice sleek looking app but not able to order anything on it. It said the order had gone through and created an order number but did not take money from my account, and order number was invalid when I tried to search it. I tried twice and instead had to go onto the website to order successfully.",2021-03-15
1,I can't login,2021-02-14
1,No delivery option for Jharkhand State....why,2023-10-20
5,Best 10/10,2021-04-27
5,👍👍,2022-08-18
4,Great for browsing instead of using website,2020-01-22
1,Giving it 1 star as it doesn't give you an option to change your language. I recently moved to Germany had to order some stuff from IKEA. As I selected Deutschland my language was automatically set to Deutsch. They should give an option to change the language as I just came and don't speak Deutsch.,2022-03-14
5,Great app,2020-06-30
5,❤️❤️❤️,2022-06-11
1,"The loss of the camera reader for in store list building is tragic. Also why is ""Furniture"" as far as I can drill down? What happened to Tables, Desks, etc. I hate this new app. I cant believe you forced us to stop the other one. Yuck.",2021-01-01
1,Beim Versuch mich einzuloggen kommt nach Absenden des Login Formulars ein 404 Not Found.,2020-08-18
3,The app works well but when I try to pay the app removes certain items from my basket despite the fact they are shown as in stock. This needs to be fixed as its very frustrating.,2020-06-16
3,Quite hard to find what you're looking for at times,2019-12-13
4,"The only problem have with this app so far is that whenever I try to open it, it says I need to update when the app is already updated. Its not a big deal but its annoying.",2021-04-19
5,AMAZING!!!! BEST APP EVER!!!! I LOVE IKEA!!!!@,2020-01-28
5,"Useful, logic. Recommended.",2022-07-28
5,Great app,2020-04-23
1,Once the app asked for a postcode and wouldn't accept a partial code or a region I abandoned this app. Completely unnecessary invasion of privacy.,2020-02-01
1,Error while checking out,2020-05-04
1,Tried logging in on Web didn't work and now can't even reset password. Can't log into app because it takes you out of the app. Dumb.,2022-05-07
5,Love it but they got items that can't be delivered,2022-04-08
5,Best and affordable price for the quality,2021-09-16
5,I love the fact that you can buy online and then pick it up at the store! 🙂,2023-02-13
5,It's GREAT! 🥳🤩,2023-08-05
1,Can't like anything or add to my cart,2020-06-28
5,Good,2021-06-09
5,"Like the store. It's always an inovating adventure. Go, you never know till you do 😇",2022-06-24
2,"Self scan works poorly: some items have really tiny bar codes making it a frustrating exercise to scan them, if it works at all. We used a second phone to make a photo and scan the enlarged photo... This thing needs a manual input for these cases to just put in the code as having some items scanned and some left to scan in the same cart is really annoying...",2021-10-18
1,Kan inte logga in,2020-06-08
1,I am logged out and I am not able to login since evening.,2021-07-22
1,"Can't use this without Chrome? Sorry, but that is not acceptable, especially when native browser is probably used just for login, everything else is a normal webview. I'll update the rating, when this is fixed.",2022-10-31
5,Love the ikea shopping experience,2024-02-06
1,Keeps crashing continuously on Pixel 6,2022-05-04
5,Excellent app I will recommend 👍,2020-07-18
4,"Excellent, only one issue home delivery facility is not provided",2022-05-31
5,Amazing,2021-06-08
5,"This app is layed out intuitively, simply and works quickly. A very good partner for the intuitive nature of the stores themselves.",2022-11-26
5,Easy and stress less,2022-11-27
5,Really well thoughtout. I was using the self scan feature and it even reminded me to pick up some light bulbs because the lamp did not come with it.,2023-09-19
5,Easy to use and quick recommend,2020-07-21
1,It's ridiculous to not be able to see availability of online until checkout. It's even more ridiculous to not be able to order on backorder. What kind of costumer service says just keep checking back when they sent me two partial orders? They sent the doors for my bookshelf but not the bookshelves and the high chair without the tray.,2022-02-07
1,"Not worth, cheating customers",2023-12-27
5,Perfect,2021-05-14
1,"Never book order from online their payment system is worst, It took half n hour to buy, also order is not confirmed from their end. Though payment done. This is not expected from ikea like mnc . Also they much lag behind in payment service like PHONEPE, AMAZON PAY, GPAY,ETC.. it will take you from Ikea app, to browser which is very risky. PLZ IMPROVE",2023-07-19
5,Great shopping tool. It helps you outside of the store and the to navigate when inside. Only checkout is missing. Hint!,2022-02-10
1,Unable to signup. It keeps saying password too weak no matter what I try with.,2021-09-02
3,Whenever you like an item and trying to find avaliable store always says 0 availability for all stores.You guys should have categories for when the item will be in stock.,2022-01-27
4,"App works well but the delivery availablity is infuriatingly late in the process. It's all ""in stock available for delivery or pick up"" until you get into checkout. Even if you add the store early on.",2021-04-05
5,User friendly!,2022-02-21
5,Very helpful on the phone .. had to order on the app which was very easy !,2021-09-07
5,Easy to use.,2022-02-02
5,Smooth,2023-07-15
2,Can't see previous purchases in the app:/,2021-08-07
5,"IKEA is simpley fabulous, quality is very good",2022-03-31
5,Easy informative and efficient,2020-11-28
5,super easy and convenient,2022-08-27
5,I love it . Just like the catalogue and convenient,2021-06-01
1,"They have items listed for sale that are not actually available to buy, it is a pain to figure out if items are available in store or to buy online. Organizing lists and shopping cart is tedious.",2022-03-28
5,Fantastic,2021-07-12
5,Love Ikea,2021-06-09
5,Easy to access products,2019-12-28
5,It's very exciting to shop everytime I open Ikea app,2022-07-19
5,It's easy to use and Ikea is an amazing company!,2020-02-29
1,"Biggest issue most of customer face it again and again at worli IKEA, that is at the time of buying item you have to have order online with there delivery charges you only you won't get it at the store it's very inconvenient.....that you waste your time and money, for that delivery bz like me there are many customers who staying near by store and I can easyly buy from store and transport by myself with saving money and time to... I genuinely request IKEA from all comunity of IKEA loyal customer",2022-03-06
4,It's a great app especially because it can show if the item is currently available in the store and where exactly to find it. The only thing to fix would be 1. Give the option of pick up and delivery if one item is not in stock at the store and 2. Give better information about delivery cost. I still don't know if delivery is free always or only after a certain amount. It wasn't clearly mentioned at the checkout .,2021-01-26
5,Very good layout! Easy to navigate,2020-01-25
5,Good app,2022-02-03
5,Simple and easy to use.,2021-03-15
5,Me gusta,2021-04-08
5,"Makes shopping, viewing, or customizing products easy!",2022-09-18
5,"It's really good to have IKEA app, easy to use and find everything what I want.",2019-12-10
1,"I haven't received my payback nor the product .... been 2 months now, u guys don't reply on my email nor pick up the phone!",2021-10-14
5,Brilliant app! like being in store! Makes me vey happy,2023-12-27
5,Excellent app,2023-12-27
5,"Something is wrong. Any delivery address I add, it says address not valid please try again. Please tell me what I am doing wrong....",2021-06-06
5,Good,2021-12-18
5,Găsești foarte ușor ce cauți. Personalizezi si pui în coș. Simplu. Plătești și îți face un eveniment în calendar. Super,2021-09-06
5,App works well. Good choices. Recommend!,2020-11-25
5,Easy to browse,2020-04-21
5,Has some more convenient options that the web version.,2024-03-07
5,Only thing is that it has a delivery charge.,2021-07-23
1,App doesn't have a way to change language without changing country.,2022-01-23
4,"Occasionally, has patches with logging in or end user issues and sometimes is more intuitively navigable on a browser; however, overall, really fun and easy to use, load, and of course it's portable.",2023-03-22
5,Excellent! Easy to assemble shopping list,2020-12-05
1,Awful to buy from. Have tried several times and even changed bank to see if that helped. It didn't. Still can't actually buy a thing. Why is IKEA making it so hard?,2023-04-23
5,good,2022-04-11
1,Ek farzi site hai yahan se maine 1500 ka purchase Kiya par Mera order nahi aaya jab customer care ko call Kiya to bola aapke paise paid nahi hue hai mere 1500 rupey kha gaye ikea bale farzi site hai,2023-06-18
2,Your app loses major points by presuming that only because you live in a certain country you speak their language. Region and language should be two different settings.,2021-01-01
1,"Impossible de réserver un produit via l'app. Aller dans le magasin est pénible, mais la disponibilité des produits étant aléatoire, il faudrait regarder l'app tous les jours pour savoir quand passer et encore risquer de ne pas trouver le produit si tout le monde fait pareil. Les frais de livraison étant exorbitant au regard du prix des produits. Cette application crée beaucoup de frustration. Par ailleurs la recherche n'est pas bonne et le nombre et l'ux des filtres de recherche déplorables.",2022-03-05
4,"The app is generally useful, but I think it would benefit from a dark mode option. The iOS app have this feature for quite some time now. In general, the iOS app seems to receive more attention in terms of usability. It would be great if the Android app could get some more love in that regard. It would also be helpful if the English language option was added to more countries. When viewing an item on desktop, it's super helpful to have the breadcrumbs - that navigation on the app would be nice.",2023-05-16
5,"Tolle App, man findet alles sehr leicht, Click and collect, wie auch Lieferungen sind sehr einfach mit der App zu handhaben.",2021-09-27
5,Easy to use to plan an IKEA trip,2022-03-22
5,Nice products reasonable rates n neat finishing n quick delivery,2021-12-04
5,Fast and reliable I will be using this app all the time,2021-10-20
5,Jag gillar IKEA App mycket. Jag kan hitta och se möbler klart och det är lätt stt hitta vad jag behöver. Jag känner mysigt att betala och hämta sedan. Jag ska använda det igen.,2020-10-13
1,Requires chrome for basic functions.,2022-10-10
5,"Great interface with clients, easy to use!",2022-05-26
1,Nice pictures but not user friendly,2020-09-16
4,Pls try to deliver every state,2022-10-29
5,Easy to navigate,2021-12-01
5,Easy to use,2021-02-05
1,Can't log in. Not found every time.,2020-09-08
1,Doesn't link vouchers to your account or let you enter voucher codes when purchasing via the app. Both of these limitations make the app seem pretty useless.,2022-07-26
5,Simple and clean,2023-07-10
1,"Terrible. Can't find anything, the old app was much better.",2021-01-06
5,"Love Ikea, the staff very friendly and helpful. Great app",2023-11-26
5,Its so fun,2023-07-13
5,Love the products!,2022-02-25
5,It's great! Quick and easy and user friendly!,2021-09-01
2,"Shopping and payment experience very clunky and slow to process, however it did work.",2020-04-18
3,"When choosing different options for a product like materials, it takes a very long time to sort them before you can move on.",2022-10-02
4,Awesome!,2020-01-12
5,"Works fast, looks nice and it's easy to find what you want :)",2021-10-26
